id,work_name,work_type,genre,release_year,written_year,notoriety_year,notable,single,is_oceanus_folk,performers,composers,lyricists,producers,num_performers,num_composers,num_lyricists,num_producers,recorded_by_labels,distributed_by_labels,num_recorded_by_labels,num_distributed_by_labels,draws_from_count,influenced_others_count
17170,Sailors & Ghosts,Album,Sea Shanties,1979,1978,,True,,False,The Salty Wakes,Finn McGraw; William Tidewell,Rusty Riggins,,1,2,1,0,,,0,0,0,0
17184,The Bell That Never Rings,Song,Sea Shanties,1979,,,False,False,False,The Salty Wakes,,,,1,0,0,0,,,0,0,0,0
17181,The Gallows Tide,Song,Sea Shanties,1979,,,False,False,False,The Salty Wakes,,,,1,0,0,0,,,0,0,0,0
17182,Three Fathoms Down,Song,Sea Shanties,1979,,,False,False,False,The Salty Wakes,,,,1,0,0,0,,,0,0,0,0
17193,Echoes of the Old Way,Album,Celtic Folk,1980,1979,,True,,False,The Fiddle & The Fjord,Astrid Nørgaard; Freya Lindholm,Ewan MacCrae,,1,2,1,0,,,0,0,0,0
17196,Mist Over Skye,Song,Celtic Folk,1980,,,False,False,False,The Fiddle & The Fjord,,,,1,0,0,0,,,0,0,0,0
17198,Storm & Stone,Song,Celtic Folk,1980,,,False,True,False,The Fiddle & The Fjord,,,,1,0,0,0,,,0,0,0,0
17197,Where the Ravens Roam,Song,Celtic Folk,1980,,,False,False,False,The Fiddle & The Fjord,,,,1,0,0,0,,,0,0,0,0
17171,Blackwater Ballads,Album,Sea Shanties,1981,1980,,True,,False,The Salty Wakes,Finn McGraw; William Tidewell,Rusty Riggins,,1,2,1,0,,,0,0,0,0
15818,Chrysalis Dreams,Song,Alternative Rock,1981,,,True,True,False,Arkadiusz Flisiak; Asuka Fukuda; Heino Ladeck,Jacob Hunter,,,3,1,0,0,Vives Sonores,Vives Sonores,1,1,0,4
17187,"Drink Up, Me Boys",Song,Sea Shanties,1981,,,False,False,False,The Salty Wakes,,,,1,0,0,0,,,0,0,0,0
2510,Frozen Moment,Song,Dream Pop,1981,,,True,True,False,Kavya Agrawal,Emir Yohannan,Samar Agarwal,,1,1,1,0,Mates & Melodies,,1,0,0,22
9100,Handshake Heartbeat,Album,Indie Folk,1981,,,True,,False,Jun Han,Chao Zhao,Gang Yin,Jun Han,1,1,1,1,Nashville Narrative,,1,0,0,1
17201,Lost at Sea,Song,Celtic Folk,1981,,,False,False,False,The Fiddle & The Fjord,,,,1,0,0,0,,,0,0,0,0
17194,Runes & Reverie,Album,Celtic Folk,1981,1980,,True,,False,The Fiddle & The Fjord,Astrid Nørgaard; Freya Lindholm,Ewan MacCrae,,1,2,1,0,,,0,0,0,0
17186,Seven Days to Port,Song,Sea Shanties,1981,,,False,True,False,The Salty Wakes,,,,1,0,0,0,,,0,0,0,0
17200,Silver and Salt,Song,Celtic Folk,1981,,,False,False,False,The Fiddle & The Fjord,,,,1,0,0,0,,,0,0,0,1
17185,The Devil's Bargain,Song,Sea Shanties,1981,,,False,False,False,The Salty Wakes,,,,1,0,0,0,,,0,0,0,0
17188,The Silver Compass,Song,Sea Shanties,1981,,,False,False,False,The Salty Wakes,,,,1,0,0,0,,,0,0,0,0
17199,The Wanderer's Oath,Song,Celtic Folk,1981,,,False,True,False,The Fiddle & The Fjord,,,,1,0,0,0,,,0,0,0,0
17195,Blood & Heather,Album,Celtic Folk,1982,1981,,True,,False,The Fiddle & The Fjord,Astrid Nørgaard; Freya Lindholm,Ewan MacCrae,,1,2,1,0,,,0,0,0,0
17203,Echoes of Skalds,Song,Celtic Folk,1982,,,False,True,False,The Fiddle & The Fjord,,,,1,0,0,0,,,0,0,0,0
17202,The Icebound Maiden,Song,Celtic Folk,1982,,,False,False,False,The Fiddle & The Fjord,,,,1,0,0,0,,,0,0,0,0
17204,Wild Hunt Waltz,Song,Celtic Folk,1982,,,False,False,False,The Fiddle & The Fjord,,,,1,0,0,0,,,0,0,0,0
7671,Champagne and Sunshine,Song,Alternative Rock,1983,1983,,True,True,False,Ashley Cabrera; Samantha Bullock,Paige Adams,,,2,1,0,0,Tinsmith Tunes,Saint Sound,1,1,0,6
7026,Reflejo Interior,Song,Americana,1983,1983,,True,False,False,Jason Aguirre; Sheryl Roman,John Graves,,Matthew Lane,2,1,0,1,The Observer Recordings,The Observer Recordings,1,1,0,5
4583,Wellness Manifesto,Song,Speed Metal,1983,,,True,True,False,Cindy Smith,,Szymon Piguła,,1,0,1,0,Sinewsound,Sinewsound,1,1,0,19
6363,Cascading Tenderness,Song,Dream Pop,1984,,,True,True,False,Benvenuto Lerner; Carlo Mazzacurati; Misfit Bistro; Rosaria Pedersoli; Wally Beckmann,Carlo Mazzacurati,,,5,1,0,0,Silverdale Sound,Silverdale Sound,1,1,0,2
9048,Crossroads at Sunset,Song,Indie Rock,1984,1984,,True,True,False,Catherine Clay; Clara Seco-Pelayo; Stephen Obrien,Catherine Clay,,Clara Seco-Pelayo,3,1,0,1,Grünwald Groove,Chancel Resonance,1,1,0,2
2615,Distant Echoes,Album,Southern Gothic Rock,1984,1984,,True,,False,Mareen Schacht; Sylvie Scholz,Ekkehard Förster,Sylvie Scholz,,2,1,1,0,Sovereign Ledger Sound,Lyre/aim Records,1,1,0,6
9382,Eternal Chairman's March,Song,Southern Gothic Rock,1984,,,True,False,False,Paula Mercado; Restless Verse; Scott Richmond,,Scott Richmond,Restless Verse,3,0,1,1,,Vicentine Vinyl,0,1,0,2
5436,Fields of Golden Promise,Song,Dream Pop,1984,,,True,True,False,Shaan Sanghvi,Anaya Randhawa,Shaan Sanghvi,,1,1,1,0,Equatorial Echo,,1,0,0,3
15524,Maritime Marauder's Lament,Song,Jazz Surf Rock,1984,1984,1984,True,True,False,Katherine Wang,Katherine Wang,Olivia Solomon,Rhonda Mcgee,1,1,1,1,Avernes Sound,,1,0,0,1
17208,Miles & Moments,Album,Acoustic Folk,1984,1983,,True,,False,Wayfinder's Lament,Fiona Mercer; Liam O'Sullivan,,,1,2,0,0,,,0,0,0,0
1412,Miles Beyond Yesterday,Song,Indie Pop,1984,,,True,True,False,VYBE LORD,VYBE LORD,M¥TH,,1,1,1,0,Compass Records,,1,0,0,2
2751,No One Else,Song,Indie Pop,1984,,,True,True,False,Marcel Camus-Meunier,,Thibault Potier,Marcel Camus-Meunier,1,0,1,1,Vinello Sonoro,,1,0,0,1
6674,Närma dig friden (Approach the Peace),Song,Blues Rock,1984,,1984,True,True,False,Ewelina Jeszke,Deborah Lucas,Ewelina Jeszke,,1,1,1,0,Sketch Sonic,Monticello Sound,1,1,0,10
17214,Postcards from Nowhere,Song,Acoustic Folk,1984,,,False,False,False,Wayfinder's Lament,,,,1,0,0,0,,,0,0,0,0
14670,Proximity of the Heart,Song,Alternative Rock,1984,,,True,True,False,Catherine Clay; Georges Besnard,Catherine Clay,Kaitlyn Warren,,2,1,1,0,Plaza Rhythm,Kamiogawa Rhythms,1,1,0,18
1422,Radiant Grin,Song,Indie Rock,1984,,,True,True,False,Halil Neuschäfer; Josephine Kabus,,,,2,0,0,0,,Vives Sonores,0,1,0,1
5284,Read Receipts and Regrets,Song,Blues Rock,1984,1984,1984,True,False,False,Janos Zimmer; Maik Mude,Maik Mude,Krzysztof Linda,,2,1,1,0,Tokyo Pulse,Second Wave Collective,1,1,0,1
2595,Ripples of Feathered Whispers,Song,Indie Pop,1984,,,True,True,False,Jay Walters; Quattro Voci,,Andrew Williams,Jay Walters,2,0,1,1,Thyrnau Sound,Thyrnau Sound,1,1,0,9
2807,Roadmap to Nowhere,Song,Blues Rock,1984,,,True,True,False,Bart Wensen-Kof; Maurits van Bunschoten; Nina Mallien,Lieve van Riet,MOJO 2X,Maurits van Bunschoten,3,1,1,1,Coastal Grove Recordings,Coastal Grove Recordings,1,1,0,3
8050,Secrets Behind the Silence,Album,Speed Metal,1984,1984,,False,,False,Melissa Lucero; Thomas Lee; Vasyl Jaroš,Vít Svoboda,Thomas Lee,Melissa Lucero,3,1,1,1,,Real Rhythm,0,1,0,5
17212,Songs We Left Behind,Song,Acoustic Folk,1984,,,False,True,False,Wayfinder's Lament,,,,1,0,0,0,,,0,0,0,0
10799,Southern Redemption Highway,Song,Blues Rock,1984,1984,,False,True,False,David Wilkerson,Hansh Ramanathan,,David Wilkerson,1,1,0,1,Lombardone Sound,,1,0,0,1
17213,Three Coins and a Compass,Song,Acoustic Folk,1984,,,False,False,False,Wayfinder's Lament,,,,1,0,0,0,,,0,0,0,0
5802,Tribal Waters,Song,Indie Pop,1984,,,True,True,False,Deborah Lucas; Kathleen Cunningham,Ewelina Jeszke,Kathleen Cunningham,,2,1,1,0,Solstice Sounds,Monticello Sound,1,1,1,4
5383,Tropical Determination,Song,Indie Folk,1984,,1984,True,True,False,Elizabeth Flores; Jennifer Henderson,,,,2,0,0,0,Rundfunk Records,La Crestière,1,1,0,1
17215,Where the Wildflowers Grow,Song,Acoustic Folk,1984,,,False,False,False,Wayfinder's Lament,,,,1,0,0,0,,,0,0,0,0
13960,Whispers Beyond the Apocalypse,Album,Alternative Rock,1984,,,True,,False,Amanda Morales; Barbara Moore; Daniel Collins; Michael Moore,Leah Anderson,Daniel Collins,Barbara Moore; Michael Moore,4,1,1,2,Hollow & Crest,Hollow & Crest,1,1,0,1
3267,Blood and Devotion,Song,Indie Pop,1985,,,True,False,False,Guiying Shi; Ming Cheng,Fang Kong,,,2,1,0,0,Echoes of Seoul,Echoes of Seoul,1,1,0,3
3743,Denim Diary,Song,Southern Gothic Rock,1985,,,True,False,False,Kimberly Weaver,,Elizabeth Shepherd,Kimberly Weaver,1,0,1,1,Butterscotch Discs,,1,0,0,4
7263,Dusk's Melodic Embrace,Album,Alternative Rock,1985,1985,1985,True,,False,Rika Yamamoto,,Osamu Goto,Rika Yamamoto,1,0,1,1,Highland Echo Records,,1,0,0,1
3747,Garden State Memories,Song,Southern Gothic Rock,1985,,,False,True,False,David Wilcox,Marcus Spence,,David Wilcox,1,1,0,1,Collective Harmony,Galil Groove,1,1,0,1
15702,Mirrors of Deception,Song,Speed Metal,1985,,,True,True,False,Megan Bennett,Megan Bennett,Brian Wright,,1,1,1,0,Collective Harmony,Collective Harmony,1,1,0,7
1955,Prayers for the Crown,Song,Emo/Pop Punk,1985,,,True,False,False,Mareen Schacht,Dominic Riehl,,Mareen Schacht,1,1,0,1,Sovereign Ledger Sound,Prismatic Echo,1,1,0,14
8173,Savusauna Sydämessä (Smoke Sauna in My Heart),Song,Dream Pop,1985,,,True,True,False,Georges Besnard; Kaitlyn Warren,,Catherine Clay,Kaitlyn Warren,2,0,1,1,Siberian Sound Collective,Tinsmith Records,1,1,0,3
11652,Shadows of Approval,Song,Synthwave,1985,1982,,True,True,False,Justin Sullivan,Justin Sullivan,,Solar Omen,1,1,0,1,Tinsmith Records,Tinsmith Records,1,1,0,4
16298,Slow Motion Waltz,Song,Lo-Fi Electronica,1985,,,True,True,False,Phillip Brooks,Krista Wallace,Phillip Brooks,,1,1,1,0,Seine River Rhythms,Alpine Horizon,1,1,0,3
14927,Tailored Silence,Song,Southern Gothic Rock,1985,1985,,True,True,False,Julian Biegała,Artur Nurkiewicz,Erica Smith,,1,1,1,0,Nexus Sonic,Collective Harmony,1,1,0,2
3740,The Quantum of Affection,Song,Indie Pop,1985,,,True,True,False,Marcus Spence,Andrew Dawson,Marcus Spence,David Wilcox,1,1,1,1,Ardennes Audio,Digital Airwaves,1,1,0,2
10232,Tonernas Samtal: En Barytons Bekännelse,Song,Indie Pop,1985,,,True,True,False,Natasha Duncan; Timothy Rios,Jason Baker,,,2,1,0,0,Gabriel Groove,Sanctuary Pulse,1,1,0,1
11400,"Whoa, Whoa! (Remix Edition)",Song,Dream Pop,1985,,,True,True,False,Jason Lopez; Patrick Carney,Jason Lopez,,Chao Hao,2,1,0,1,Guà Resonance,,1,0,0,2
2299,Windswept Wanderer,Song,Blues Rock,1985,,,True,False,False,Elizabeth Webb; Herr Detlef Geißler; Shannon Gordon,Herr Detlef Geißler,,Elizabeth Webb,3,1,0,1,Arrondissement Records,Cascata Sound,1,1,0,1
14851,Golden Horizon,Song,Blues Rock,1986,,,True,True,False,Caleb Williamson; David Hayes; Donald Bradley; Karl-Heinz Bruder,Caleb Williamson,Karl-Heinz Bruder,,4,1,1,0,Bockelmann Soundworks,Bockelmann Soundworks,1,1,0,3
11047,Heartstrings Unbound,Album,Speed Metal,1986,1986,,False,,False,Claudia Cunningham,,Claudia Cunningham,K.L. Moon,1,0,1,1,,Sinewsound,0,1,0,1
1935,Solitary Stride,Song,Psychedelic Rock,1986,,,True,True,False,Rodney Moss,Rodney Moss,,Lucas Aguilar,1,1,0,1,Jewel Tone Records,Jewel Tone Records,1,1,0,1
2843,Sunset Sips,Song,Southern Gothic Rock,1986,1986,,True,False,False,Yan Song,,Juan Cao,Jie Long,1,0,1,1,Echo Chamber Records,Tottori Groove,1,1,0,1
14037,Suspiros de Hastío,Song,Southern Gothic Rock,1986,1986,,True,False,False,Andrew Dawson; David Wilcox; Marcus Spence,,,David Wilcox,3,0,0,1,Collective Harmony,Collective Harmony,1,1,0,3
15047,The Last Frame of Pola,Song,Southern Gothic Rock,1986,,,True,True,False,Megan Bennett,Brian Wright,,Megan Bennett,1,1,0,1,Collective Harmony,Collective Harmony,1,1,0,7
16517,The Only Ones Who Know,Song,Southern Gothic Rock,1986,,,True,True,False,Gunther Hendriks,,Alexandra Taylor,Gunther Hendriks,1,0,1,1,Miyagino Sound,Miyagino Sound,1,1,0,4
9129,Tipsy Toes Tango,Song,Dream Pop,1986,,,True,False,False,Charvi Bains; Hrishita Sura,,Shaan Sanghvi,,2,0,1,0,Equatorial Echo,Golden Needle,1,1,0,4
14124,Welded Dreams,Song,Indie Rock,1986,,,True,True,False,Catherine Clay,,Stephen Obrien,Catherine Clay,1,0,1,1,Siberian Sound Collective,Tinsmith Records,1,1,1,1
3779,"Broken Wings, Brave Heart",Song,Blues Rock,1987,1987,,True,True,False,Janos Zimmer; Krzysztof Linda,Maik Mude,,,2,1,0,0,Second Wave Collective,Second Wave Collective,1,1,0,4
17217,Cairns & Crossroads,Song,Acoustic Folk,1987,,,False,False,False,Wayfinder's Lament,,,,1,0,0,0,,,0,0,0,0
5663,Cognitive Disconnect,Song,Indie Folk,1987,1987,,True,True,False,Catherine Prévost,Catherine Prévost,,Thibault Potier,1,1,0,1,Kamiogawa Rhythms,Vinello Sonoro,1,1,0,4
13519,Commitment's Embrace,Song,Blues Rock,1987,,1987,True,True,False,Rati Deo,Kimaya Aggarwal,,Rati Deo,1,1,0,1,,Prairie Sound Records,0,1,0,1
13236,Curiosity's Blind Spot,Song,Blues Rock,1987,,1987,True,True,False,Paula Mercado; Restless Verse,Restless Verse,Scott Richmond,,2,1,1,0,Vicentine Vinyl,,1,0,1,1
16585,Digital Heartbeat,Song,Darkwave,1987,1987,,True,True,False,Cyprian Ziniewicz,Cyprian Ziniewicz,,Maciej Siejak,1,1,0,1,Sinewsound,Sinewsound,1,1,0,5
17209,Echoes and Embers,Album,Acoustic Folk,1987,1986,,True,,False,Wayfinder's Lament,Fiona Mercer; Liam O'Sullivan,,,1,2,0,0,,,0,0,0,0
11316,Echoes of Solitary Streets,Song,Blues Rock,1987,,,True,False,False,David Smith; Nightshade Hymnal,,,Nightshade Hymnal,2,0,0,1,Vienna Echo,Vienna Echo,1,1,0,1
4932,Harmony in the Alleyway,Album,Speed Metal,1987,,,True,,False,Brian Wright; Megan Bennett,,,Megan Bennett,2,0,0,1,Collective Harmony,Ascend Audio,1,1,1,4
14997,Hey Hey Hey,Song,Dream Pop,1987,,,True,True,False,Elysian; Xiuying Lu; Yan Xiong,,,,3,0,0,0,Urban Artifact Sound,,1,0,0,1
14823,Hooves and Hushed Voices,Song,Dream Pop,1987,,1987,True,True,False,Naoki Sato; Xiuying Zhou,Xiuying Zhou,Konstanty Drobek,Li Xu,2,1,1,1,Menton Melody,Stage Collective Records,1,1,0,1
6315,Iris to Iris,Song,Emo/Pop Punk,1987,1987,,True,True,False,Bradley Hayes; Denise Bell; Zenith Horizon,,,Dennis Lee,3,0,0,1,,Gagnef Groove,0,1,1,18
13525,Jubilee Rising,Song,Alternative Rock,1987,,1987,True,True,False,Daniel Smith,Ludovico Sgarbi-Interminei,,Daniel Smith,1,1,0,1,Horizon Echo Studios,Cadore Sound,1,1,0,1
15578,Nordic Passions Unfolding,Song,Indie Pop,1987,,,True,True,False,Samantha Bullock,Jonathan Poole,Samantha Bullock,,1,1,1,0,99Ascent,99Ascent,1,1,0,3
9388,Revolutionary Heartbeat of the Fatherland,Song,Doom Metal,1987,,,True,True,False,Dawn Ramsey; Li Fu,,,,2,0,0,0,,Twilight Passage,0,1,0,1
2927,Sacred Invocation,Song,Southern Gothic Rock,1987,,,True,False,False,Szymon Pyć; Urszula Stochmal,,,Szymon Pyć,2,0,0,1,Phantom Trace,Archival Resonance Records,1,1,2,11
11210,Scholarly Revelry,Song,Doom Metal,1987,,,True,False,False,Jessica Parsons; Kathleen Russo,,Kathleen Russo,Lori Lee,2,0,1,1,Sanctuary Pulse,Sanctuary Pulse,1,1,0,1
14157,Silhouettes of Uncertainty,Song,Blues Rock,1987,,,True,True,False,Dusan Ullmann,Dusan Ullmann,,Heino Ladeck,1,1,0,1,Vives Sonores,Vives Sonores,1,1,0,1
12997,Soul's Deep Cleansing Altar,Song,Alternative Rock,1987,,,True,True,False,Scarlet Thorn,,Scarlet Thorn,,1,0,1,0,,Pulse Stream Records,0,1,0,2
3407,Splitting the Difference,Song,Southern Gothic Rock,1987,1987,,True,True,False,Janice Lamb; Qiang Fang; Xia Deng,,Janice Lamb,,3,0,1,0,Echo Vault Records,Echo Vault Records,1,1,0,9
15343,Subdued Tempo,Song,Speed Metal,1987,,,True,True,False,Anthony Ortega,,Anthony Ortega,Allison Sanford,1,0,1,1,,Uproar Collective,0,1,0,19
8476,The Anticipation Groove,Song,Southern Gothic Rock,1987,,,True,True,False,Hazel Kara,Hazel Kara,Hazel Kara,,1,1,1,0,,Static Frequency,0,1,0,1
14961,The Last Echo of Julie,Song,Synthwave,1987,,,True,False,False,Anthony Beck,Anthony Beck,,Kimberly Gross,1,1,0,1,Riverside Rhythm Records,,1,0,0,7
17216,The River Knows My Name,Song,Acoustic Folk,1987,,,False,True,False,Wayfinder's Lament,,,,1,0,0,0,,,0,0,0,0
17218,Through the Pines,Song,Acoustic Folk,1987,,,False,False,False,Wayfinder's Lament,,,,1,0,0,0,,,0,0,0,0
7036,Voz Sin Eco,Song,Indie Pop,1987,,,True,False,False,Geneviève Duhamel; Johan Hermann,Geneviève Duhamel,Michel Dippel,Magnus Geisler,2,1,1,1,Kamiogawa Rhythms,Kamiogawa Rhythms,1,1,1,4
12089,Whispers of Eternal Promise,Album,Jazz Surf Rock,1987,,,True,,False,Barbara Weitzel,Min Tao,,Barbara Weitzel,1,1,0,1,Vertical Altitude,Fukuoka Sound,1,1,0,13
11468,Whispers of the Dance Floor,Song,Southern Gothic Rock,1987,,,True,True,False,Cheryl White,,Cheryl White,Nathaniel Alvarado,1,0,1,1,,Sovereign Cadence,0,1,0,1
12428,Whispers of the Restless Heart,Song,Speed Metal,1987,1987,,True,True,False,Jie Wei,Jie Wei,,Qiang Song,1,1,0,1,Singleton Groove,Singleton Groove,1,1,0,1
8281,Highball Highway,Song,Southern Gothic Rock,1988,,,True,True,False,Andrew Dawson; Deborah Lucas; Stacey Taylor,,Andrew Dawson,Mareen Schacht,3,0,1,1,World Pulse Records,Ardennes Audio,1,1,0,1
3071,Unanchored Soul,Song,Alternative Rock,1988,1988,,True,True,False,Ingeborg Ullrich,Gitta Wilmsen,,Ingeborg Ullrich,1,1,0,1,Espumoso Records,Aihara Audio,1,1,0,4
8213,Unfinished Heartache,Album,Southern Gothic Rock,1988,,,True,,False,Marcus Spence; William Mcclain,Marcus Spence,,,2,1,0,0,Oulu|Kainuu,Oulu|Kainuu,1,1,0,1
6245,Andante in Amber,Song,Emo/Pop Punk,1989,,,True,True,False,Adam Davis,,,Maik Mude,1,0,0,1,Tokyo Pulse,Tokyo Pulse,1,1,3,20
17221,Blackbirds in November,Song,Acoustic Folk,1989,,,False,False,False,Wayfinder's Lament,,,,1,0,0,0,,,0,0,0,0
16372,Boundless Blue Symphony,Album,Southern Gothic Rock,1989,,,True,,False,Horizon,Horizon,,Jay Walters,1,1,0,1,Thyrnau Sound,,1,0,0,1
7574,Braided Stories,Song,Speed Metal,1989,,1989,True,False,False,Brian Wright,Brian Wright,,Megan Bennett,1,1,0,1,Collective Harmony,Collective Harmony,1,1,2,3
12596,Concrete and Consequence,Song,Psychedelic Rock,1989,,,True,True,False,James Stevens,James Stevens,Vortex & The Sages,,1,1,1,0,Resilient Recordings,,1,0,0,5
1388,Divine Compassion's Embrace,Album,Indie Folk,1989,,,True,,False,Bradley Gray; David Choi; Scott Schwartz; Yvette Cohen,,Scott Schwartz,Bradley Gray,4,0,1,1,Northstar Sound,Northstar Sound,1,1,1,0
8230,Echoes of the Plateau,Song,Emo/Pop Punk,1989,1989,,True,True,False,Deborah Lucas,Deborah Lucas,Andrew Dawson,Maik Mude,1,1,1,1,World Pulse Records,World Pulse Records,1,1,2,12
7389,Empathy's Embrace,Song,Blues Rock,1989,1983,,True,True,False,Ashley Cabrera; Bonnie Roberts; Paige Adams,Paige Adams,Ashley Cabrera,Juan Shelton,3,1,1,1,99Ascent,99Ascent,1,1,1,0
9895,Sunbeam Stillness,Song,Synthwave,1989,,,True,True,False,Clara Seco-Pelayo; Lina Mendizábal Robledo; Rika Shimizu,,Catherine Clay,,3,0,1,0,Chancel Resonance,Chancel Resonance,1,1,1,2
17219,The Ballad of Hollow Creek,Song,Acoustic Folk,1989,,,True,True,False,Wayfinder's Lament,,,,1,0,0,0,,,0,0,0,0
11172,The Calm Chorus,Song,Southern Gothic Rock,1989,,,True,True,False,Szymon Pyć,Marcin Jeżyk,,Szymon Pyć,1,1,0,1,Phantom Trace,,1,0,0,1
17210,The Road & The Reckoning,Album,Acoustic Folk,1989,1988,,True,,False,Wayfinder's Lament,Fiona Mercer; Liam O'Sullivan,,,1,2,0,0,,,0,0,0,0
17220,To the West We Go,Song,Acoustic Folk,1989,,,True,False,False,Wayfinder's Lament,,,,1,0,0,0,,,0,0,0,0
10289,Tulip's Lament,Song,Alternative Rock,1989,,,True,True,False,Brian Wright,Brian Wright,,Megan Bennett,1,1,0,1,Collective Harmony,Collective Harmony,1,1,0,1
1117,Turning Point,Song,Alternative Rock,1989,,,True,True,False,Scarlet Thorn,,Scarlet Thorn,,1,0,1,0,Pulse Stream Records,,1,0,1,0
8075,Catch Her Eye,Album,Blues Rock,1990,1990,,True,,False,Elizabeth Shepherd,Luc van Poppel-Hulskes,,Elizabeth Shepherd,1,1,0,1,Cascade Sonics,Cascade Sonics,1,1,1,0
4510,Celestial Sovereignty,Song,Emo/Pop Punk,1990,,,True,True,False,Brandi Rodriguez,Brandi Rodriguez,,Ronnie Cook,1,1,0,1,Solstice Sounds,Galil Groove,1,1,0,2
2174,"Crimson Signal, Silent Warning",Song,Indie Pop,1990,,,False,True,False,M¥TH,VYBE LORD,M¥TH,,1,1,1,0,Compass Records,,1,0,1,1
11008,Friends of the Wild Preserve,Album,Jazz Surf Rock,1990,,,True,,False,Lori Lee,,Lori Lee,Danielle Ball,1,0,1,1,Lombardone Sound,,1,0,0,1
12058,Ink and Intention,Album,Darkwave,1990,1990,,True,,False,Juliusz Kominiak,Lidia Szpyt,,Juliusz Kominiak,1,1,0,1,,Nimbus,0,1,0,1
4849,Keys to Heaven's Threshold,Album,Synthwave,1990,,,True,,False,B.K. Crown; Henriette Gonzalez-Grégoire; Édith Deschamps Le Clément,,B.K. Crown,Prince V,3,0,1,1,Drama Circle Records,Plaza Rhythm,1,1,0,15
1375,Manchurian Requiem,Song,Synthwave,1990,,,True,True,False,Dawn Ramsey; Li Fu,,,Li Fu,2,0,0,1,Twilight Passage,,1,0,1,0
12719,Rendered Memories,Song,Dream Pop,1990,1990,,True,True,False,Rei Ito,,Yoko Murakami,,1,0,1,0,Thermopolis Tracks,,1,0,0,3
11805,The Go-Between,Song,Americana,1990,,,True,True,False,Maite Cuevas Caballero,Charo Perez Castillo,,Maite Cuevas Caballero,1,1,0,1,Coastal Echoes,,1,0,0,2
6461,Thoughts That Won't Let Go,Album,Synthwave,1990,,,True,,False,Christy Hernandez; Jennifer Savage; Lunar Prism; Yong Bai,Adam Knox,,,4,1,0,0,Tinsmith Sounds,Tinsmith Sounds,1,1,0,3
6028,Vocal Liberation,Album,Alternative Rock,1990,,,True,,False,Benvenuto Lerner; Misfit Bistro; Wally Beckmann,Rosaria Pedersoli,Carlo Mazzacurati,,3,1,1,0,Svadhyaya Sangeet Prakashan,Empoli Echo,1,1,1,1
2614,Whispers of the Islands,Song,Dream Pop,1990,,,True,True,False,Marianna Stefanik,,Liwia Olbrych,,1,0,1,0,Urban Echo Records,Sketch Sonic,1,1,0,4
11793,Ancestral Echoes,Song,Dream Pop,1991,,,False,True,False,Kimberly Stevens,Alison Nelson,Kimberly Stevens,Eric Gomez,1,1,1,1,Luceni Legends,,1,0,0,2
15501,Bah's Lament,Song,Indie Folk,1991,,,True,False,False,Kumiko Miura,,Tomoya Kato,Kumiko Miura,1,0,1,1,,Lava Stratum,0,1,0,3
520,Beta Version,Song,Synthwave,1991,,,True,True,False,Nisa van de Biezenbos; Sophie Broeckx; Yara Robbrechts Bruijne,,Nisa van de Biezenbos,,3,0,1,0,Navigatör Skivbolag,,1,0,0,1
